,location,size,total_sqft,bath,price,bhk,price_per_sqft
6126,Kanakapura,3 Bedroom,1500.0,3.0,125.0,3,8333
6127,Yelenahalli,3 BHK,1500.0,2.0,57.0,3,3800
6128,Benson Town,3 BHK,2850.0,4.0,470.0,3,16491
6129,Raja Rajeshwari Nagar,3 BHK,1751.0,3.0,72.0,3,4111
6130,other,4 BHK,4750.0,6.0,1102.0,4,23200
6131,Bommasandra,2 BHK,1020.0,2.0,40.89,2,4008
6132,Thanisandra,2 BHK,1148.0,2.0,43.5,2,3789
6133,Talaghattapura,3 BHK,1856.0,3.0,135.0,3,7273
6134,Basavangudi,6 Bedroom,1754.0,6.0,650.0,6,37058
6135,other,3 Bedroom,4273.0,3.0,1100.0,3,25743
6136,other,2 BHK,1060.0,2.0,49.27,2,4648
6137,Haralur Road,2 BHK,1300.0,2.0,60.0,2,4615
6138,Hormavu,4 Bedroom,3000.0,4.0,100.0,4,3333
6139,Bellandur,2 BHK,1325.0,2.0,65.0,2,4905
6140,other,2 BHK,1261.0,2.0,61.0,2,4837
6141,other,2 BHK,1100.0,2.0,46.0,2,4181
6142,Ramamurthy Nagar,2 BHK,700.0,2.0,33.0,2,4714
6143,7th Phase JP Nagar,3 BHK,1675.0,2.0,135.0,3,8059
6144,other,4 Bedroom,3400.0,4.0,190.0,4,5588
6145,Kodihalli,4 BHK,3260.0,5.0,388.0,4,11901
6146,other,2 BHK,1180.0,2.0,56.0,2,4745
6147,Uttarahalli,2 BHK,1160.0,2.0,45.0,2,3879
6148,Kasavanhalli,4 BHK,1863.0,3.0,105.0,4,5636
6149,Sahakara Nagar,3 BHK,1914.0,3.0,149.0,3,7784
6150,BTM Layout,3 BHK,1458.0,3.0,79.0,3,5418
6151,other,5 Bedroom,1200.0,4.0,115.0,5,9583
6152,Babusapalaya,2 BHK,1105.0,2.0,40.0,2,3619
6153,Hulimavu,3 BHK,3035.0,5.0,220.0,3,7248
6154,Bannerghatta Road,6 Bedroom,1200.0,6.0,160.0,6,13333
6155,Akshaya Nagar,3 BHK,1662.0,3.0,90.0,3,5415
6156,Yelahanka,3 BHK,1556.0,3.0,86.0,3,5526
6157,Jigani,2 BHK,918.0,2.0,50.0,2,5446
6158,Sarjapur  Road,3 BHK,1455.0,2.0,98.0,3,6735
6159,other,2 BHK,1205.0,2.0,70.0,2,5809
6160,BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443
6161,Laggere,2 Bedroom,1200.0,2.0,75.0,2,6250
6162,Bannerghatta Road,3 BHK,1100.0,2.0,52.0,3,4727
6163,Sarjapur  Road,3 BHK,1405.0,3.0,48.87,3,3478
6164,Subramanyapura,2 BHK,929.0,2.0,56.0,2,6027
6165,Frazer Town,4 BHK,3436.0,5.0,341.0,4,9924
6166,7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800
6167,8th Phase JP Nagar,4 BHK,2100.0,4.0,92.0,4,4380
6168,Channasandra,2 BHK,1065.0,2.0,40.47,2,3800
6169,Bannerghatta Road,3 BHK,1532.5,3.0,84.29,3,5500
6170,Kengeri,6 Bedroom,1500.0,6.0,150.0,6,10000
6171,other,5 Bedroom,1200.0,5.0,99.0,5,8250
6172,Hormavu,2 BHK,1093.0,2.0,32.78,2,2999
6173,Anandapura,2 BHK,1250.0,2.0,45.0,2,3600
6174,Marathahalli,3 BHK,1680.0,3.0,105.0,3,6250
6175,Nagarbhavi,2 BHK,1146.0,2.0,50.0,2,4363
6176,other,2 BHK,1250.0,2.0,58.0,2,4640
6177,Ramagondanahalli,3 BHK,1451.0,3.0,60.44,3,4165
6178,other,3 BHK,1424.0,2.0,55.0,3,3862
6179,Gottigere,3 BHK,1435.0,2.0,62.0,3,4320
6180,Devanahalli,1 BHK,658.0,1.0,26.91,1,4089
6181,Bommanahalli,3 BHK,1300.0,3.0,45.0,3,3461
6182,Whitefield,2 BHK,1242.0,2.0,65.0,2,5233
6183,Marathahalli,3 BHK,1910.0,3.0,119.0,3,6230
6184,Yelahanka,3 BHK,1610.0,4.0,85.0,3,5279
6185,Hulimavu,2 BHK,1127.0,2.0,65.0,2,5767
6186,Yelahanka,3 BHK,1075.0,2.0,42.0,3,3906
6187,Mysore Road,2 BHK,1155.0,2.0,51.0,2,4415
6188,other,5 Bedroom,1280.0,3.0,250.0,5,19531
6189,other,3 BHK,1250.0,3.0,55.0,3,4400
6190,other,3 Bedroom,2200.0,4.0,160.0,3,7272
6191,Billekahalli,3 Bedroom,2400.0,3.0,150.0,3,6250
6192,Chandapura,2 BHK,876.0,2.0,29.5,2,3367
6193,Nagarbhavi,3 BHK,1850.0,2.0,89.0,3,4810
6194,Kadugodi,2 BHK,1314.0,2.0,83.0,2,6316
6195,Rachenahalli,1 BHK,690.0,1.0,39.8,1,5768
6196,other,2 BHK,1230.0,2.0,55.0,2,4471
6197,Bommasandra,2 BHK,920.0,2.0,37.2,2,4043
6198,Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3,7567
6199,Electronic City,2 BHK,1073.0,2.0,60.0,2,5591
6200,other,3 BHK,1540.0,3.0,76.0,3,4935
6201,Kanakpura Road,3 BHK,1550.0,3.0,63.5,3,4096
6202,Kalyan nagar,2 BHK,1198.0,2.0,65.0,2,5425
6203,HBR Layout,3 BHK,1656.0,3.0,90.0,3,5434
6204,other,3 BHK,1900.0,3.0,155.0,3,8157
6205,Ramagondanahalli,3 BHK,1910.0,3.0,142.0,3,7434
6206,Mysore Road,2 BHK,1003.0,2.0,43.0,2,4287
6207,Whitefield,3 BHK,1495.0,2.0,67.0,3,4481
6208,Thanisandra,3 BHK,2172.0,3.0,76.02,3,3500
6209,Sarakki Nagar,4 Bedroom,2400.0,4.0,358.0,4,14916
6210,other,2 Bedroom,1200.0,1.0,95.0,2,7916
6211,Whitefield,3 BHK,1548.0,3.0,65.0,3,4198
6212,other,7 Bedroom,5400.0,5.0,972.0,7,18000
6213,Whitefield,4 BHK,2856.0,5.0,154.5,4,5409
6214,Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098
6215,Electronic City Phase II,2 BHK,1031.0,2.0,53.0,2,5140
6216,Bhoganhalli,4 BHK,2119.0,4.0,111.0,4,5238
6217,Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844
6218,other,2 BHK,1060.0,2.0,37.0,2,3490
6219,other,2 BHK,1100.0,2.0,61.0,2,5545
6220,other,4 Bedroom,1350.0,4.0,225.0,4,16666
6221,other,5 Bedroom,1050.0,4.0,80.0,5,7619
6222,Hennur Road,3 BHK,1250.0,2.0,77.88,3,6230
6223,other,2 BHK,1100.0,2.0,110.0,2,10000
6224,Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844
6225,Seegehalli,3 BHK,1420.0,2.0,46.0,3,3239
6226,Electronic City,3 BHK,1500.0,2.0,78.0,3,5200
6227,other,3 BHK,1942.0,3.0,155.0,3,7981
6228,Haralur Road,3 BHK,1985.0,3.0,130.0,3,6549
6229,Sarjapur  Road,1 BHK,950.0,1.0,39.9,1,4200
6230,other,3 Bedroom,1200.0,4.0,80.0,3,6666
6231,Green Glen Layout,3 BHK,1752.0,3.0,105.0,3,5993
6232,Abbigere,4 Bedroom,1200.0,3.0,120.0,4,10000
6233,Mahalakshmi Layout,5 Bedroom,1200.0,5.0,200.0,5,16666
6234,Old Madras Road,3 BHK,1480.0,2.0,84.0,3,5675
6235,other,3 Bedroom,600.0,4.0,81.0,3,13500
6236,Sarjapur  Road,3 BHK,1826.0,3.0,130.0,3,7119
6237,8th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800
6238,Sarjapur  Road,4 Bedroom,2600.0,4.0,98.0,4,3769
6239,Kasavanhalli,3 BHK,1667.0,3.0,92.0,3,5518
6240,Thanisandra,2 BHK,934.0,2.0,55.0,2,5888
6241,Mahadevpura,3 BHK,1620.0,2.0,76.0,3,4691
6242,Electronic City,2 BHK,1070.0,2.0,47.0,2,4392
6243,Hosur Road,5 Bedroom,3600.0,5.0,180.0,5,5000
6244,Uttarahalli,3 BHK,1280.0,2.0,60.0,3,4687
6245,other,2 BHK,1400.0,2.0,60.0,2,4285
6246,Vishveshwarya Layout,7 Bedroom,1200.0,8.0,180.0,7,15000
6247,other,2 BHK,1330.0,2.0,64.0,2,4812
6248,Balagere,2 BHK,1012.0,2.0,54.59,2,5394
6249,Electronic City Phase II,3 BHK,1611.0,2.0,48.33,3,3000
6250,Whitefield,3 BHK,1405.0,3.0,58.0,3,4128
6251,other,3 BHK,1515.0,3.0,90.0,3,5940
6252,Thigalarapalya,3 BHK,1830.0,4.0,150.0,3,8196
6253,Kaggadasapura,3 BHK,1710.0,3.0,60.0,3,3508
6254,BTM Layout,2 BHK,935.0,2.0,51.5,2,5508
6255,Jakkur,3 BHK,2197.0,3.0,136.0,3,6190
6256,TC Palaya,4 Bedroom,600.0,4.0,65.0,4,10833
6257,Yeshwanthpur,3 BHK,1678.0,3.0,92.13,3,5490
6258,Brookefield,3 BHK,1410.0,2.0,80.0,3,5673
6259,Jakkur,2 BHK,1125.0,2.0,65.0,2,5777
6260,Magadi Road,3 BHK,1191.0,2.0,55.38,3,4649
6261,Thubarahalli,2 BHK,1200.0,2.0,79.0,2,6583
6262,CV Raman Nagar,3 BHK,1525.0,2.0,67.0,3,4393
6263,other,3 BHK,1464.0,3.0,56.0,3,3825
6264,Seegehalli,2 BHK,920.0,2.0,27.0,2,2934
6265,Yelahanka,1 BHK,651.0,1.0,17.5,1,2688
6266,Chikkabanavar,2 BHK,600.0,1.0,25.0,2,4166
6267,Chandapura,1 BHK,645.0,1.0,16.45,1,2550
6268,Thanisandra,2 BHK,1185.0,2.0,44.0,2,3713
6269,Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,5714
6270,Whitefield,4 BHK,2856.0,5.0,158.5,4,5549
6271,Whitefield,2 BHK,1355.0,2.0,73.0,2,5387
6272,KR Puram,2 Bedroom,1200.0,1.0,65.0,2,5416
6273,Kundalahalli,4 Bedroom,7000.0,4.0,550.0,4,7857
6274,Ramamurthy Nagar,6 Bedroom,1200.0,4.0,110.0,6,9166
6275,Yelahanka New Town,1 BHK,500.0,2.0,24.0,1,4800
6276,Bommasandra Industrial Area,3 BHK,1250.0,3.0,50.0,3,4000
6277,Uttarahalli,3 BHK,1480.0,2.0,58.0,3,3918
6278,Ambalipura,4 BHK,3300.0,4.0,329.0,4,9969
6279,other,2 BHK,1206.0,2.0,53.0,2,4394
6280,Rajaji Nagar,2 BHK,1357.0,2.0,130.0,2,9579
6281,Hosakerehalli,2 BHK,925.0,2.0,46.5,2,5027
6282,8th Phase JP Nagar,2 BHK,909.0,2.0,40.9,2,4499
6283,Seegehalli,3 Bedroom,3000.0,5.0,335.0,3,11166
6284,Brookefield,2 BHK,1100.0,2.0,55.0,2,5000
6285,Malleshwaram,4 Bedroom,3000.0,5.0,815.0,4,27166
6286,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909
6287,Subramanyapura,2 BHK,975.0,2.0,65.0,2,6666
6288,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,44.17,2,3382
6289,other,4 Bedroom,1200.0,4.0,95.0,4,7916
6290,Kalena Agrahara,1 BHK,610.0,1.0,39.0,1,6393
6291,Yelahanka,3 BHK,1484.0,2.0,56.4,3,3800
6292,Ramamurthy Nagar,2 BHK,1125.0,2.0,47.0,2,4177
6293,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250
6294,Whitefield,4 BHK,2882.0,5.0,158.0,4,5482
6295,Vidyaranyapura,4 Bedroom,750.0,4.0,88.0,4,11733
6296,Kundalahalli,3 BHK,2075.0,3.0,115.0,3,5542
6297,other,2 BHK,1250.0,2.0,58.0,2,4640
6298,Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,4048
6299,Banashankari Stage II,4 Bedroom,1050.0,3.0,125.0,4,11904
6300,other,2 BHK,625.0,2.0,24.0,2,3840
6301,1st Phase JP Nagar,1 BHK,840.0,2.0,50.0,1,5952
6302,Hennur Road,4 BHK,2502.0,4.0,180.0,4,7194
6303,Rayasandra,1 BHK,583.0,1.0,26.9,1,4614
6304,other,2 BHK,900.0,2.0,27.0,2,3000
6305,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484
6306,other,2 BHK,1464.0,2.0,56.0,2,3825
6307,Kanakapura,3 Bedroom,2200.0,3.0,121.0,3,5500
6308,Whitefield,1 BHK,750.0,1.0,51.0,1,6800
6309,Marathahalli,3 BHK,1600.0,3.0,58.0,3,3625
6310,Chikkalasandra,3 BHK,1365.0,2.0,49.0,3,3589
6311,other,3 BHK,1300.0,3.0,64.0,3,4923
6312,other,1 Bedroom,1200.0,1.0,69.0,1,5750
6313,Hormavu,2 BHK,1260.0,2.0,35.0,2,2777
6314,Electronics City Phase 1,2 BHK,1190.0,2.0,33.92,2,2850
6315,Hosakerehalli,3 BHK,2480.0,4.0,260.0,3,10483
6316,Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3,3040
6317,Kaggadasapura,3 BHK,1500.0,3.0,75.0,3,5000
6318,Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3,3150
6319,7th Phase JP Nagar,2 BHK,1187.0,2.0,59.0,2,4970
6320,Kundalahalli,2 BHK,1120.0,2.0,53.76,2,4800
6321,Whitefield,2 BHK,1115.0,2.0,34.555,2,3099
6322,other,3 BHK,1717.0,3.0,99.0,3,5765
6323,other,3 BHK,2099.0,3.0,95.0,3,4525
6324,Kasturi Nagar,2 BHK,1100.0,2.0,58.0,2,5272
6325,other,1 Bedroom,1200.0,1.0,48.0,1,4000
6326,Bannerghatta Road,3 BHK,1465.0,2.0,45.87,3,3131
6327,Kothanur,1 Bedroom,1500.0,1.0,75.0,1,5000
6328,other,5 Bedroom,4050.0,4.0,600.0,5,14814
6329,Haralur Road,3 BHK,1255.0,2.0,90.0,3,7171
6330,5th Phase JP Nagar,2 BHK,1220.0,2.0,88.0,2,7213
6331,Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2,2899
6332,Sultan Palaya,3 BHK,1765.0,3.0,80.0,3,4532
6333,Bellandur,2 BHK,1281.0,2.0,87.0,2,6791
6334,Electronic City,2 BHK,1210.0,2.0,25.0,2,2066
6335,Kaggadasapura,2 BHK,1215.0,2.0,43.0,2,3539
6336,Ananth Nagar,4 Bedroom,1200.0,3.0,87.0,4,7250
6337,Mysore Road,2 BHK,1237.0,2.0,73.0,2,5901
6338,Lakshminarayana Pura,2 BHK,1300.0,2.0,70.0,2,5384
6339,Whitefield,2 BHK,1105.0,2.0,39.99,2,3619
6340,Chandapura,3 BHK,1505.0,2.0,42.0,3,2790
6341,Hebbal Kempapura,4 BHK,3900.0,5.0,310.0,4,7948
6342,Banashankari,2 BHK,1186.0,2.0,65.0,2,5480
6343,other,4 Bedroom,900.0,3.0,51.0,4,5666
6344,Kengeri,2 BHK,750.0,2.0,35.5,2,4733
6345,Varthur,2 BHK,1083.0,2.0,28.0,2,2585
6346,other,3 BHK,1430.0,2.0,78.65,3,5500
6347,Thanisandra,2 BHK,1056.0,2.0,68.0,2,6439
6348,other,3 BHK,2108.0,3.0,85.0,3,4032
6349,Banashankari,3 BHK,1650.0,3.0,101.0,3,6121
6350,Electronic City Phase II,3 BHK,1220.0,3.0,36.6,3,3000
6351,Rayasandra,2 BHK,1198.0,2.0,54.0,2,4507
6352,other,2 BHK,1190.0,2.0,70.0,2,5882
6353,other,2 BHK,900.0,2.0,41.0,2,4555
6354,other,4 BHK,2690.0,4.0,185.0,4,6877
6355,Kanakapura,2 BHK,1340.0,2.0,65.0,2,4850
6357,Giri Nagar,6 Bedroom,2400.0,6.0,400.0,6,16666
6358,Yelahanka,2 BHK,1260.0,2.0,59.2,2,4698
6359,Talaghattapura,3 BHK,2254.0,3.0,153.0,3,6787
6360,Old Madras Road,3 BHK,2990.0,5.0,210.0,3,7023
6361,other,4 Bedroom,1800.0,5.0,250.0,4,13888
6362,JP Nagar,2 BHK,820.0,2.0,45.0,2,5487
6363,Electronic City,2 BHK,1296.0,2.0,65.0,2,5015
6364,Uttarahalli,2 BHK,1190.0,2.0,53.55,2,4500
6365,Whitefield,2 BHK,1173.0,2.0,77.0,2,6564
6366,Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,90.0,3,5000
6367,Yelahanka,2 BHK,1102.0,2.0,52.0,2,4718
6368,Sarjapur,2 BHK,913.0,2.0,36.0,2,3943
6369,Hormavu,3 BHK,1176.0,2.0,35.27,3,2999
6370,Prithvi Layout,3 BHK,1620.0,3.0,65.0,3,4012
6371,Billekahalli,3 BHK,2968.0,3.0,225.0,3,7580
6372,Yelahanka,2 BHK,1519.0,2.0,65.0,2,4279
6373,Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881
6374,other,3 BHK,1594.0,3.0,99.0,3,6210
6375,other,2 BHK,1250.0,2.0,68.0,2,5440
6376,Haralur Road,2 BHK,1056.0,2.0,60.0,2,5681
6377,Whitefield,3 Bedroom,1200.0,3.0,68.4,3,5700
6378,other,2 Bedroom,1290.0,1.0,77.5,2,6007
6379,other,2 BHK,1150.0,2.0,48.0,2,4173
6380,other,2 BHK,1464.0,2.0,145.0,2,9904
6381,Anekal,4 Bedroom,1200.0,2.0,36.0,4,3000
6382,Gollarapalya Hosahalli,2 BHK,861.0,2.0,36.5,2,4239
6383,Kundalahalli,2 BHK,1047.0,2.0,82.62,2,7891
6384,other,2 Bedroom,1200.0,2.0,75.0,2,6250
6385,other,10 Bedroom,1200.0,10.0,190.0,10,15833
6386,other,2 BHK,1065.0,2.0,45.0,2,4225
6387,Rajaji Nagar,3 BHK,2300.0,3.0,369.0,3,16043
6388,Ramamurthy Nagar,2 BHK,1000.0,2.0,62.0,2,6200
6389,Lingadheeranahalli,3 BHK,1682.0,3.0,113.0,3,6718
6390,Harlur,3 BHK,1756.0,3.0,131.0,3,7460
6391,other,5 Bedroom,4000.0,4.0,1000.0,5,25000
6392,other,4 BHK,1050.0,4.0,90.0,4,8571
6393,Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437
6394,Dasanapura,2 BHK,814.0,2.0,42.0,2,5159
6395,Dodda Nekkundi,2 BHK,1145.0,2.0,46.5,2,4061
6396,Varthur,2 BHK,965.0,2.0,34.0,2,3523
6397,other,2 BHK,750.0,2.0,36.0,2,4800
6398,Banashankari,3 BHK,1300.0,2.0,55.0,3,4230
6399,1st Phase JP Nagar,3 BHK,1590.0,3.0,131.0,3,8238
6400,Begur Road,1 BHK,644.0,1.0,40.0,1,6211
6401,Whitefield,2 BHK,982.0,2.0,37.0,2,3767
6402,Indira Nagar,2 BHK,1260.0,2.0,100.0,2,7936
6403,Rayasandra,3 BHK,1555.0,3.0,75.17,3,4834
6404,other,4 Bedroom,2500.0,4.0,450.0,4,18000
6405,Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,3918
6406,Electronics City Phase 1,2 BHK,1085.0,2.0,46.0,2,4239
6407,Rajaji Nagar,3 BHK,1640.0,3.0,220.0,3,13414
6408,Thanisandra,3 BHK,1595.0,3.0,110.0,3,6896
6409,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.44,2,3381
6410,Yelahanka,3 BHK,1859.0,3.0,108.0,3,5809
6411,9th Phase JP Nagar,2 BHK,1079.0,2.0,60.0,2,5560
6412,Shivaji Nagar,2 BHK,550.0,1.0,27.0,2,4909
6413,Whitefield,2 BHK,1118.0,2.0,42.0,2,3756
6414,CV Raman Nagar,2 BHK,1198.0,2.0,60.0,2,5008
6415,Thigalarapalya,3 BHK,1830.0,4.0,135.0,3,7377
6416,Banashankari Stage VI,2 BHK,1160.0,2.0,59.0,2,5086
6417,other,3 BHK,1485.0,2.0,156.0,3,10505
6418,other,3 BHK,2070.0,3.0,135.0,3,6521
6419,Basaveshwara Nagar,6 Bedroom,750.0,4.0,150.0,6,20000
6420,Kannamangala,2 BHK,957.0,2.0,52.5,2,5485
6421,Basaveshwara Nagar,5 Bedroom,2400.0,4.0,310.0,5,12916
6422,Bannerghatta Road,2 BHK,1268.0,2.0,69.0,2,5441
6423,Bannerghatta Road,3 BHK,1450.0,2.0,87.0,3,6000
6424,other,3 BHK,1600.0,2.0,75.0,3,4687
6425,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285
6426,Jakkur,3 BHK,1355.0,2.0,65.0,3,4797
6427,Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2,4048
6428,other,2 BHK,1100.0,2.0,38.49,2,3499
6429,Sarjapur  Road,3 BHK,1220.0,3.0,58.0,3,4754
6430,Chikkalasandra,2 BHK,1075.0,2.0,46.76,2,4349
6431,other,2 BHK,800.0,2.0,55.0,2,6875
6432,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499
6433,other,2 BHK,900.0,1.0,44.0,2,4888
6434,Haralur Road,2 BHK,1140.0,2.0,42.0,2,3684
6435,other,3 BHK,1480.0,2.0,125.0,3,8445
6436,Padmanabhanagar,3 BHK,1710.0,2.0,90.63,3,5300
6437,Talaghattapura,3 BHK,2106.0,3.0,148.0,3,7027
6438,Yeshwanthpur,9 Bedroom,2400.0,6.0,270.0,9,11250
6439,other,3 Bedroom,3800.0,2.0,130.0,3,3421
6440,other,3 Bedroom,800.0,3.0,120.0,3,15000
6441,Marathahalli,2 BHK,1602.0,2.0,104.0,2,6491
6442,Sarjapur  Road,3 BHK,1660.0,2.0,116.0,3,6987
6443,Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,5164
6444,Marathahalli,1 BHK,700.0,1.0,38.0,1,5428
6445,Balagere,2 BHK,1012.0,2.0,64.0,2,6324
6446,Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058
6447,Whitefield,2 BHK,1216.0,2.0,69.0,2,5674
6448,Electronic City Phase II,2 BHK,1065.0,2.0,56.13,2,5270
6449,Thanisandra,3 BHK,1411.0,3.0,93.15,3,6601
6450,Pai Layout,2 BHK,1400.0,2.0,57.5,2,4107
6451,Hoskote,3 BHK,1250.0,3.0,29.0,3,2320
6452,Haralur Road,2 BHK,1245.0,2.0,62.0,2,4979
6453,Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484
6454,Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500
6455,Panathur,3 BHK,1580.0,3.0,71.89,3,4550
6456,Subramanyapura,3 BHK,1800.0,3.0,90.0,3,5000
6457,other,2 BHK,1500.0,2.0,130.0,2,8666
6458,Chandapura,1 BHK,645.0,1.0,16.45,1,2550
6459,Kothannur,3 BHK,1275.0,3.0,44.0,3,3450
6460,Kasavanhalli,3 BHK,1494.0,3.0,82.0,3,5488
6461,Bhoganhalli,3 BHK,1949.0,3.0,129.0,3,6618
6462,BTM Layout,2 BHK,1020.0,2.0,46.5,2,4558
6463,Mysore Road,2 BHK,883.0,2.0,45.0,2,5096
6464,Old Airport Road,4 BHK,3200.0,4.0,280.0,4,8750
6465,Uttarahalli,6 Bedroom,1680.0,6.0,125.0,6,7440
6466,Mysore Road,12 Bedroom,2232.0,6.0,300.0,12,13440
6467,other,3 BHK,2010.0,3.0,125.0,3,6218
6468,Yeshwanthpur,2 BHK,1240.0,2.0,80.0,2,6451
6469,6th Phase JP Nagar,2 BHK,1213.0,2.0,63.0,2,5193
6470,Hegde Nagar,3 BHK,1835.0,3.0,88.0,3,4795
6471,Hoskote,9 Bedroom,1800.0,10.0,185.0,9,10277
6472,Bannerghatta Road,4 BHK,2932.0,5.0,195.0,4,6650
6473,Whitefield,4 Bedroom,3425.0,5.0,250.0,4,7299
6474,Gottigere,2 BHK,945.0,2.0,45.0,2,4761
6475,other,3 BHK,1504.0,2.0,100.0,3,6648
6476,Lakshminarayana Pura,3 BHK,1569.0,3.0,150.0,3,9560
6477,Harlur,3 BHK,1755.0,3.0,130.0,3,7407
6478,Vijayanagar,3 BHK,1760.0,3.0,140.0,3,7954
6479,Hoodi,2 BHK,1240.0,2.0,43.94,2,3543
6480,Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002
6481,5th Phase JP Nagar,2 BHK,1000.0,2.0,48.0,2,4800
6482,Shivaji Nagar,1 Bedroom,3820.0,1.0,306.0,1,8010
6483,other,5 BHK,2000.0,4.0,145.0,5,7250
6484,Choodasandra,2 BHK,1215.0,2.0,59.0,2,4855
6485,Yelachenahalli,3 BHK,1330.0,3.0,73.5,3,5526
6486,Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,75.0,2,6366
6487,Hulimavu,4 Bedroom,1500.0,4.0,192.0,4,12800
6488,other,2 BHK,2040.0,2.0,59.0,2,2892
6489,Bellandur,3 BHK,2000.0,3.0,85.0,3,4250
6490,other,3 BHK,1602.0,2.0,165.0,3,10299
6491,other,4 Bedroom,1200.0,4.0,130.0,4,10833
6492,Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852
6493,other,3 BHK,1800.0,3.0,220.0,3,12222
6494,Dasarahalli,3 Bedroom,2400.0,2.0,152.0,3,6333
6495,Sarjapur  Road,3 BHK,1700.0,3.0,108.0,3,6352
6496,Jigani,3 BHK,1200.0,3.0,65.0,3,5416
6497,other,3 Bedroom,1500.0,3.0,72.0,3,4800
6498,Karuna Nagar,3 Bedroom,1240.0,3.0,165.0,3,13306
6499,Whitefield,3 Bedroom,3000.0,3.0,400.0,3,13333
6500,Kanakpura Road,3 BHK,1737.0,3.0,85.0,3,4893
6501,TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111
6502,other,3 BHK,1280.0,2.0,48.0,3,3750
6503,CV Raman Nagar,2 BHK,1560.0,2.0,85.0,2,5448
6504,Kambipura,2 BHK,883.0,2.0,44.0,2,4983
6505,Kengeri Satellite Town,2 BHK,750.0,2.0,33.0,2,4400
6506,Brookefield,4 BHK,2400.0,3.0,140.0,4,5833
6507,other,2 BHK,900.0,2.0,45.0,2,5000
6508,Hormavu,2 BHK,1030.0,2.0,49.35,2,4791
6509,7th Phase JP Nagar,3 BHK,1850.0,3.0,155.0,3,8378
6510,Hennur Road,3 BHK,1831.0,3.0,110.0,3,6007
6511,other,2 BHK,1095.0,2.0,38.33,2,3500
6512,Electronic City Phase II,3 BHK,1320.0,2.0,38.13,3,2888
6513,Sarjapur  Road,3 BHK,1272.5,2.0,40.72,3,3200
6514,7th Phase JP Nagar,2 BHK,1000.0,2.0,61.0,2,6100
6515,Budigere,3 BHK,1820.0,3.0,85.4,3,4692
6516,Bisuvanahalli,3 BHK,1075.0,2.0,41.0,3,3813
6517,TC Palaya,3 Bedroom,1500.0,3.0,83.0,3,5533
6518,Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,4694
6519,Kadugodi,1 BHK,925.0,1.0,40.7,1,4400
6520,Electronic City,2 BHK,1140.0,2.0,70.93,2,6221
6521,other,2 BHK,1145.0,2.0,58.4,2,5100
6522,other,3 BHK,1862.0,3.0,120.0,3,6444
6523,Devarachikkanahalli,2 BHK,947.0,2.0,43.0,2,4540
6524,other,3 Bedroom,700.0,3.0,195.0,3,27857
6525,Kalena Agrahara,2 BHK,1120.0,2.0,40.0,2,3571
6526,other,3 BHK,2700.0,3.0,200.0,3,7407
6527,Kaggadasapura,3 BHK,1805.0,2.0,75.0,3,4155
6528,Basavangudi,2 BHK,1100.0,2.0,93.0,2,8454
6529,Bommenahalli,4 Bedroom,1355.0,3.0,135.0,4,9963
6530,other,3 BHK,1677.0,3.0,98.0,3,5843
6531,other,8 Bedroom,2500.0,8.0,95.0,8,3800
6532,Uttarahalli,3 BHK,1560.0,3.0,74.0,3,4743
6533,Arekere,3 BHK,2060.0,3.0,150.0,3,7281
6534,Koramangala,3 BHK,1716.0,2.0,115.0,3,6701
6535,Harlur,3 BHK,1864.0,3.0,140.0,3,7510
